,Brand,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model,Car_Age
1840,Tesla,4.7,Electric,Automatic,148515,New,86749.9,Model Y,15
1841,Ford,3.7,Hybrid,Automatic,132994,Used,17418.43,Fiesta,13
1842,Honda,5.4,Petrol,Automatic,294120,Like New,35945.02,Accord,21
1843,Honda,3.8,Petrol,Automatic,143063,New,59841.61,CR-V,25
1844,Mercedes,3.7,Hybrid,Automatic,104405,New,69257.01,GLC,2
1845,Ford,2.0,Petrol,Automatic,53744,Like New,77532.41,Focus,14
1846,Tesla,1.8,Diesel,Manual,2473,New,35229.65,Model 3,15
1847,Audi,5.6,Electric,Automatic,139180,Like New,18856.62,A3,9
1848,Audi,2.6,Diesel,Automatic,28715,Used,95709.72,A3,22
1849,Honda,2.9,Electric,Manual,244826,Used,12257.26,Civic,11
1850,Ford,4.8,Petrol,Automatic,253856,Like New,14101.51,Mustang,17
1851,Ford,2.7,Petrol,Manual,239419,Used,52019.54,Fiesta,5
1852,Tesla,5.8,Hybrid,Automatic,252508,Like New,82830.75,Model S,6
1853,Mercedes,4.7,Petrol,Automatic,299461,New,78577.89,E-Class,7
1854,BMW,4.0,Petrol,Manual,164434,New,94081.43,X5,7
1855,Audi,5.4,Hybrid,Automatic,54604,Like New,18452.24,A4,14
1856,Mercedes,1.2,Hybrid,Manual,4889,New,40694.09,C-Class,21
1857,Toyota,2.3,Electric,Automatic,220629,Used,31803.5,Prius,16
1858,Audi,3.3,Petrol,Automatic,294115,New,86782.66,Q7,9
1859,Mercedes,2.1,Electric,Manual,50551,New,51393.69,C-Class,21
1860,Audi,4.7,Electric,Automatic,134273,Like New,7550.55,Q7,4
1861,BMW,5.6,Diesel,Automatic,237230,Used,72256.62,3 Series,10
1862,Toyota,3.1,Petrol,Manual,236139,New,41926.32,Camry,19
1863,BMW,2.7,Petrol,Automatic,108957,New,55458.94,5 Series,17
1864,Tesla,5.8,Diesel,Manual,89882,Like New,89909.81,Model X,23
1865,Toyota,3.2,Electric,Automatic,210323,Like New,29390.09,RAV4,11
1866,Honda,3.4,Petrol,Manual,267825,Used,27825.14,Accord,10
1867,Mercedes,2.8,Electric,Automatic,101982,New,30003.29,E-Class,8
1868,Toyota,5.5,Diesel,Manual,46870,Like New,37120.26,Prius,12
1869,Tesla,3.8,Hybrid,Manual,213328,Like New,15198.63,Model X,23
1870,Tesla,4.8,Electric,Automatic,159224,Like New,71235.87,Model Y,14
1871,BMW,5.1,Petrol,Automatic,50061,Used,24702.88,3 Series,17
1872,Audi,2.7,Hybrid,Manual,188691,Like New,92983.85,A4,19
1873,Toyota,3.2,Electric,Automatic,58235,Used,25490.2,Corolla,17
1874,Mercedes,5.2,Electric,Manual,90073,Used,29285.99,C-Class,13
1875,Toyota,2.8,Hybrid,Automatic,11217,New,33216.92,RAV4,8
1876,Ford,5.0,Hybrid,Automatic,295885,New,78011.12,Mustang,21
1877,Audi,5.7,Hybrid,Manual,192386,Used,45622.62,Q5,13
1878,Mercedes,4.1,Petrol,Manual,263552,New,82836.79,GLC,22
1879,Mercedes,4.7,Petrol,Automatic,42903,New,79561.1,GLA,24
1880,Honda,5.0,Electric,Automatic,215280,Like New,93301.59,Accord,10
1881,BMW,5.2,Electric,Automatic,107042,New,76877.39,3 Series,17
1882,Honda,3.0,Diesel,Automatic,243725,Used,9931.56,CR-V,17
1883,Mercedes,1.3,Petrol,Automatic,132290,New,84541.72,E-Class,20
1884,Audi,3.0,Electric,Manual,181644,Like New,94116.9,Q5,15
1885,Toyota,4.4,Hybrid,Automatic,109268,Used,99400.47,Camry,4
1886,Toyota,3.3,Hybrid,Automatic,30105,New,16900.42,Corolla,2
1887,Audi,4.7,Petrol,Manual,69634,Used,63260.96,A4,4
1888,Mercedes,2.8,Hybrid,Manual,138691,New,23948.57,E-Class,25
1889,Tesla,4.2,Diesel,Manual,18226,Like New,29938.42,Model 3,22
1890,Toyota,1.9,Electric,Automatic,25322,New,75830.51,Corolla,13
1891,Tesla,4.7,Electric,Manual,167284,Used,97878.43,Model Y,3
1892,Toyota,3.7,Electric,Manual,94835,Used,61511.27,RAV4,13
1893,Toyota,2.0,Petrol,Manual,255027,Used,85805.52,RAV4,13
1894,BMW,2.5,Hybrid,Manual,73079,New,5843.96,X5,24
1895,BMW,4.7,Diesel,Automatic,23946,New,8480.01,X5,17
1896,Ford,3.4,Petrol,Automatic,162812,New,61688.81,Focus,2
1897,Honda,2.1,Electric,Automatic,7253,Like New,41953.39,Civic,18
1898,Audi,5.8,Diesel,Manual,79311,Like New,89526.99,Q7,19
1899,Audi,4.6,Electric,Manual,294957,Like New,33688.28,Q5,22
1900,Audi,5.8,Electric,Manual,67593,Used,46044.85,Q5,8
1901,Ford,3.1,Petrol,Manual,149485,Used,55151.37,Focus,23
1902,BMW,3.4,Electric,Manual,226833,Used,30938.69,X3,20
1903,Mercedes,5.5,Diesel,Manual,38485,Used,91307.01,E-Class,14
1904,Tesla,3.6,Electric,Automatic,199304,Used,49130.69,Model X,14
1905,Tesla,4.5,Hybrid,Automatic,278245,New,45294.78,Model Y,5
1906,Mercedes,2.3,Electric,Manual,8831,Used,85726.54,GLC,18
1907,Ford,3.2,Petrol,Automatic,5004,New,34637.95,Explorer,4
1908,Mercedes,1.6,Diesel,Manual,37170,Like New,82659.21,GLA,4
1909,Audi,2.0,Petrol,Manual,43555,Like New,16615.92,A3,25
1910,Honda,1.0,Hybrid,Automatic,118115,Like New,22364.91,CR-V,22
1911,Toyota,1.2,Electric,Manual,178475,Like New,95329.96,Corolla,5
1912,Tesla,5.9,Petrol,Automatic,298509,Like New,85032.51,Model 3,15
1913,BMW,2.2,Petrol,Manual,207132,Used,41850.4,5 Series,23
1914,BMW,4.3,Petrol,Manual,63471,Used,65653.36,3 Series,13
1915,Ford,5.2,Petrol,Automatic,57287,Used,94582.17,Focus,9
1916,BMW,3.8,Hybrid,Manual,116475,Like New,25126.6,X3,4
1917,Audi,1.8,Hybrid,Manual,50151,Like New,10605.99,A4,4
1918,Tesla,4.6,Electric,Manual,67384,New,56059.47,Model X,16
1919,Mercedes,4.0,Electric,Automatic,33541,Used,18546.7,E-Class,5
1920,Audi,4.7,Diesel,Manual,72847,Like New,22795.31,A3,14
1921,Ford,4.8,Hybrid,Manual,218171,Like New,89696.22,Focus,11
1922,Audi,5.9,Petrol,Manual,211811,Like New,5703.33,Q5,5
1923,Mercedes,3.9,Petrol,Automatic,213739,New,82597.9,C-Class,16
1924,Honda,2.7,Diesel,Automatic,167813,Like New,54110.32,Fit,12
1925,Ford,4.2,Petrol,Automatic,99919,New,58132.97,Fiesta,13
1926,Honda,1.3,Diesel,Automatic,216746,New,68817.96,CR-V,21
1927,Toyota,5.5,Electric,Automatic,194020,Used,45987.27,Corolla,20
1928,Honda,1.6,Hybrid,Manual,61768,Like New,15983.13,Fit,2
1929,Toyota,2.6,Diesel,Automatic,43262,New,14767.92,RAV4,24
1930,Toyota,5.1,Petrol,Automatic,20605,Like New,76664.41,Corolla,4
1931,Honda,4.0,Diesel,Manual,78590,Used,25998.34,CR-V,9
1932,Ford,3.0,Electric,Automatic,290375,Used,7669.66,Fiesta,22
1933,Mercedes,3.4,Petrol,Manual,79397,New,98063.32,GLC,12
1934,Audi,5.3,Electric,Automatic,77123,Used,98137.19,Q7,16
1935,Audi,2.7,Electric,Manual,275659,Used,40923.43,A3,23
1936,Mercedes,5.3,Diesel,Manual,278744,Used,7424.77,C-Class,23
1937,Tesla,1.4,Electric,Automatic,158964,Like New,74090.14,Model S,11
1938,Tesla,4.9,Petrol,Automatic,168767,Like New,83946.15,Model X,20
1939,Toyota,5.2,Electric,Manual,135501,New,16876.3,Camry,9
1940,Toyota,1.9,Electric,Manual,135678,New,17868.57,Corolla,14
1941,Ford,3.2,Diesel,Manual,114380,Used,83111.28,Mustang,4
1942,BMW,1.8,Electric,Manual,171206,Used,92581.2,5 Series,6
1943,Honda,4.5,Hybrid,Manual,156547,New,80121.71,Fit,2
1944,Toyota,3.7,Diesel,Manual,152802,Used,24070.77,Prius,15
1945,Audi,4.2,Diesel,Manual,152185,New,44094.52,A3,22
1946,Ford,2.0,Petrol,Automatic,151083,Like New,62080.03,Fiesta,20
1947,Honda,2.1,Petrol,Manual,55746,Used,20227.88,Fit,25
1948,Ford,1.2,Petrol,Automatic,173925,Used,25007.24,Explorer,6
1949,Honda,2.6,Petrol,Automatic,298962,Used,31874.18,Civic,3
1950,Honda,3.8,Hybrid,Manual,168393,Like New,53403.76,CR-V,10
1951,Mercedes,5.3,Diesel,Manual,283453,Like New,53526.46,GLA,11
1952,Toyota,4.3,Electric,Automatic,290320,Used,82357.98,Camry,9
1953,Ford,3.2,Petrol,Manual,68879,New,76535.97,Mustang,18
1954,Ford,5.8,Petrol,Manual,67592,Like New,91804.89,Focus,14
1955,Mercedes,4.6,Petrol,Automatic,220084,Used,84125.66,GLC,4
1956,Audi,5.7,Electric,Automatic,197494,Used,29118.37,A3,5
1957,Audi,3.6,Petrol,Automatic,270728,Like New,36473.19,Q5,16
1958,Tesla,2.3,Electric,Manual,124555,New,52540.21,Model 3,11
1959,Toyota,1.3,Diesel,Manual,18830,Used,6355.76,RAV4,17
1960,Toyota,4.6,Diesel,Automatic,216897,New,90870.69,Corolla,24
1961,BMW,1.6,Diesel,Manual,252234,New,9212.7,5 Series,21
1962,Mercedes,2.5,Hybrid,Automatic,265735,Like New,35631.92,GLA,20
1963,Audi,3.7,Electric,Manual,93878,Used,59071.61,A3,19
1964,Honda,3.8,Petrol,Automatic,125407,Used,54194.93,Civic,5
1965,Ford,4.0,Petrol,Manual,116869,New,67173.69,Fiesta,25
1966,Toyota,1.8,Petrol,Automatic,257716,Like New,55114.42,Camry,3
1967,Ford,2.9,Petrol,Manual,283539,Like New,26755.14,Explorer,19
1968,Ford,4.1,Hybrid,Manual,16738,Like New,24102.43,Fiesta,6
1969,BMW,5.8,Petrol,Automatic,133703,New,91188.47,X3,14
1970,Audi,4.6,Hybrid,Manual,148977,New,30076.84,Q7,10
1971,Toyota,5.6,Electric,Manual,19056,Used,31692.84,Corolla,10
1972,Ford,4.8,Diesel,Automatic,240746,Like New,44230.53,Focus,15
1973,Toyota,4.0,Petrol,Manual,115316,New,18246.64,Prius,5
1974,Honda,2.0,Diesel,Manual,166519,Like New,53190.92,Fit,22
1975,BMW,4.3,Electric,Manual,54418,New,68178.02,X3,13
1976,Honda,4.1,Electric,Automatic,299334,Used,79670.05,CR-V,19
1977,Toyota,4.0,Petrol,Automatic,26014,Like New,72588.15,Corolla,22
1978,Tesla,3.4,Electric,Automatic,204071,New,19025.42,Model S,11
1979,Toyota,3.6,Diesel,Automatic,238989,Like New,48326.38,RAV4,7
1980,Audi,2.7,Petrol,Automatic,181350,New,8665.69,A3,17
1981,Ford,3.6,Hybrid,Manual,263924,New,6690.81,Fiesta,15
1982,Ford,2.0,Petrol,Manual,190330,New,46812.39,Mustang,18
1983,Honda,5.0,Diesel,Automatic,42192,Like New,29031.25,Accord,25
1984,BMW,1.9,Petrol,Manual,43923,New,69919.28,3 Series,3
1985,Tesla,1.4,Petrol,Manual,89196,Used,73802.87,Model X,2
1986,Mercedes,3.2,Diesel,Manual,2395,Like New,90063.35,GLC,18
1987,Ford,4.3,Petrol,Manual,228456,Used,77264.84,Fiesta,13
1988,Audi,3.2,Petrol,Automatic,71028,Used,9583.19,A4,4
1989,Honda,2.4,Diesel,Automatic,242463,Like New,40304.19,CR-V,22
1990,Honda,3.8,Electric,Manual,141056,New,30937.22,Accord,18
1991,Mercedes,2.7,Diesel,Manual,203400,Used,41682.58,E-Class,23
1992,Audi,5.7,Petrol,Automatic,255315,Like New,20207.19,Q5,17
1993,BMW,5.6,Hybrid,Manual,289068,New,14281.89,3 Series,24
1994,Audi,3.5,Hybrid,Manual,294721,Like New,54493.53,Q7,24
1995,BMW,2.6,Diesel,Manual,138783,Like New,73436.22,X3,13
1996,Audi,4.7,Hybrid,Automatic,85548,Like New,71681.54,A4,11
1997,Audi,1.2,Petrol,Automatic,257288,New,47839.71,Q5,3
1998,Toyota,3.4,Petrol,Manual,125093,Used,54616.5,Prius,14
1999,Honda,2.7,Diesel,Manual,235835,Used,54051.23,Accord,22
2000,Audi,5.6,Petrol,Manual,206084,Like New,70699.19,Q5,18
2001,Mercedes,1.1,Electric,Manual,270398,Like New,9552.89,GLA,17
2002,Audi,3.8,Petrol,Manual,229027,New,72440.13,A4,3
2003,Ford,4.7,Diesel,Manual,208072,Like New,60309.09,Mustang,21
2004,Honda,3.4,Electric,Automatic,248029,Like New,23820.33,Accord,2
2005,Ford,1.4,Electric,Automatic,209047,Like New,9660.59,Mustang,6
2006,Honda,5.9,Hybrid,Manual,130509,Used,15310.14,CR-V,8
2007,Ford,3.6,Petrol,Automatic,237784,Like New,54845.68,Fiesta,15
2008,Audi,4.1,Diesel,Manual,295107,Used,77048.81,A4,11
2009,Audi,2.2,Hybrid,Manual,3273,New,36792.44,A3,4
2010,Toyota,3.4,Hybrid,Automatic,15330,New,41016.77,Prius,17
2011,Mercedes,3.1,Petrol,Automatic,152566,Used,93743.91,E-Class,9
2012,Ford,1.4,Petrol,Manual,76422,Used,25236.24,Focus,14
2013,BMW,1.5,Diesel,Manual,3212,Used,14856.2,5 Series,19
2014,Toyota,5.2,Hybrid,Automatic,232131,Used,37623.96,RAV4,16
2015,Ford,2.2,Diesel,Automatic,87594,Like New,75862.6,Mustang,16
2016,Ford,2.0,Hybrid,Manual,132152,Used,64477.34,Mustang,13
2017,Toyota,3.5,Hybrid,Manual,294819,Used,44500.57,Prius,7
2018,Audi,4.8,Hybrid,Manual,22007,Used,96651.49,Q5,15
2019,Ford,1.3,Petrol,Automatic,113805,Like New,74824.66,Explorer,13
2020,Audi,3.9,Hybrid,Manual,95815,Like New,10876.84,A4,5
2021,Toyota,1.6,Hybrid,Automatic,262783,Like New,75739.99,Camry,18
2022,Audi,1.2,Hybrid,Manual,78038,New,7283.66,A4,18
2023,Honda,1.3,Electric,Automatic,265880,Like New,66780.72,Accord,22
2024,BMW,5.2,Petrol,Automatic,253506,Used,24995.87,5 Series,11
2025,Tesla,1.6,Electric,Automatic,16473,Like New,71162.01,Model S,15
2026,Ford,1.2,Petrol,Automatic,128771,Like New,34429.06,Focus,15
2027,Mercedes,3.2,Diesel,Manual,125801,Used,87935.6,GLC,25
2028,BMW,5.2,Electric,Automatic,86623,Like New,37006.81,X3,9
2029,Tesla,2.3,Diesel,Automatic,225097,New,63871.11,Model S,11
2030,Audi,3.1,Hybrid,Automatic,298964,Like New,32163.12,A4,6
2031,Ford,1.2,Diesel,Manual,215933,New,92136.05,Fiesta,20
2032,Audi,3.2,Diesel,Manual,196879,New,79194.62,Q5,2
2033,Honda,3.9,Diesel,Manual,280558,New,28113.77,Fit,4
2034,Toyota,3.9,Diesel,Manual,24220,Used,95135.69,RAV4,11
2035,Ford,2.7,Petrol,Manual,60531,Like New,38929.97,Focus,17
2036,Tesla,2.6,Electric,Manual,173497,New,66927.17,Model X,12
2037,Tesla,1.5,Petrol,Automatic,9387,New,75571.06,Model Y,8
2038,Honda,2.8,Petrol,Automatic,245752,Like New,7175.71,Fit,9
2039,Honda,1.5,Petrol,Automatic,76815,Used,96101.9,Fit,8
2040,Ford,4.8,Diesel,Manual,27584,Used,37721.92,Explorer,21
2041,Audi,5.8,Petrol,Automatic,44783,New,23028.99,Q7,6
2042,Mercedes,5.9,Electric,Automatic,170881,Used,85817.24,E-Class,6
2043,Tesla,5.3,Petrol,Manual,185399,Like New,71775.43,Model Y,17
2044,Tesla,4.0,Hybrid,Automatic,124494,Used,13240.61,Model S,15
2045,Honda,4.5,Diesel,Manual,115814,Like New,16119.24,Civic,2
2046,BMW,2.4,Hybrid,Automatic,250139,New,72943.23,X3,4
2047,Honda,4.2,Electric,Manual,141929,Like New,12104.41,CR-V,25
2048,Mercedes,3.3,Electric,Manual,173333,New,92131.67,E-Class,8
2049,Audi,3.4,Electric,Manual,246509,Like New,75446.31,Q5,20
2050,Audi,4.8,Electric,Automatic,13580,Like New,36871.76,A3,24
2051,BMW,2.4,Petrol,Automatic,18240,Used,39479.18,X3,11
2052,Tesla,2.6,Diesel,Manual,254351,Like New,53117.13,Model 3,5
2053,Honda,5.6,Electric,Manual,254271,New,39292.09,Civic,12
2054,Audi,1.3,Hybrid,Automatic,80974,Like New,79429.51,Q7,21
2055,Mercedes,3.4,Electric,Automatic,73401,New,97600.01,C-Class,20
2056,Ford,5.6,Diesel,Manual,213165,New,60529.54,Explorer,20
2057,Toyota,4.1,Hybrid,Automatic,164340,Like New,47373.55,RAV4,4
2058,Toyota,3.7,Hybrid,Automatic,265790,Used,26163.54,Prius,8
2059,Toyota,2.2,Hybrid,Automatic,186443,Like New,67076.17,RAV4,12
2060,Tesla,2.7,Petrol,Manual,248123,Like New,70129.8,Model X,16
2061,Honda,5.3,Electric,Manual,89460,Used,70093.11,Fit,12
2062,BMW,3.8,Petrol,Automatic,51048,New,7563.58,5 Series,13
2063,Audi,3.6,Hybrid,Manual,206518,Like New,90416.6,A3,23
2064,Ford,1.5,Petrol,Automatic,132850,Used,37120.12,Focus,20
2065,Mercedes,1.1,Petrol,Automatic,211912,Used,75695.75,GLA,18
2066,Ford,5.8,Petrol,Manual,266891,New,77181.66,Focus,14
2067,Mercedes,2.9,Electric,Manual,45,Used,66802.72,E-Class,13
2068,Tesla,4.0,Hybrid,Manual,7758,New,42512.32,Model S,15
2069,Honda,1.4,Hybrid,Automatic,255397,Like New,62796.5,Fit,14
2070,Toyota,4.4,Electric,Automatic,154509,Used,8818.88,Corolla,25
2071,Honda,5.7,Petrol,Manual,150657,Like New,77380.1,Fit,9
2072,Tesla,3.9,Petrol,Manual,140926,Used,14460.92,Model 3,10
2073,BMW,1.6,Diesel,Manual,183148,Used,42691.34,5 Series,15
2074,BMW,3.9,Diesel,Automatic,148421,Like New,14843.78,3 Series,13
2075,Tesla,4.8,Diesel,Automatic,227300,Used,84522.07,Model 3,8
2076,Mercedes,3.0,Electric,Automatic,152420,Like New,57278.73,E-Class,15
2077,Audi,5.4,Hybrid,Manual,165368,Like New,70640.74,A4,14
2078,Audi,4.2,Diesel,Manual,19455,New,69845.31,Q5,20
2079,Mercedes,5.5,Hybrid,Automatic,209896,Like New,84952.59,C-Class,17
2080,BMW,4.1,Hybrid,Manual,231897,New,17594.09,3 Series,10
2081,BMW,1.7,Hybrid,Manual,88552,Like New,67674.17,X5,22
2082,BMW,2.5,Electric,Manual,40484,Used,59637.74,5 Series,23
2083,Honda,2.0,Electric,Manual,134476,Like New,7935.23,Accord,10
2084,BMW,5.5,Electric,Automatic,168332,Used,24135.18,3 Series,2
2085,Ford,4.8,Electric,Manual,100647,New,30419.3,Explorer,14
2086,Toyota,4.4,Diesel,Automatic,65642,Used,11892.86,RAV4,15
2087,BMW,2.5,Petrol,Automatic,211803,Like New,38698.38,X5,21
2088,Mercedes,1.9,Petrol,Manual,128824,Used,7584.24,GLA,8
2089,Toyota,4.8,Petrol,Automatic,248914,New,57552.43,Camry,7
2090,Honda,3.4,Diesel,Automatic,291749,Used,25092.59,Accord,3
2091,Mercedes,2.1,Petrol,Manual,110879,Used,32265.3,E-Class,3
2092,Toyota,4.1,Diesel,Automatic,120827,Like New,91494.8,Camry,20
2093,Mercedes,1.2,Diesel,Automatic,267724,Like New,52767.6,E-Class,4
2094,Honda,2.6,Diesel,Automatic,267544,Used,30556.32,CR-V,8
2095,Ford,3.3,Petrol,Automatic,170715,New,61853.87,Mustang,20
2096,Honda,1.7,Hybrid,Automatic,227257,Used,24158.79,Accord,22
2097,Honda,5.9,Petrol,Automatic,127319,New,12067.59,Civic,14
2098,Mercedes,2.0,Petrol,Automatic,106960,New,6986.1,GLA,7
2099,Tesla,1.7,Electric,Automatic,39015,New,95395.26,Model 3,24
2100,Audi,2.0,Diesel,Manual,203877,Used,73838.03,Q5,9
2101,BMW,4.8,Hybrid,Manual,145109,New,80995.07,X5,15
2102,BMW,3.1,Electric,Manual,262063,Used,98187.18,X3,15
2103,Ford,3.8,Hybrid,Automatic,88754,New,93504.73,Explorer,5
2104,Ford,1.1,Hybrid,Automatic,221775,New,75006.75,Explorer,10
2105,BMW,1.2,Diesel,Automatic,203225,Used,70928.77,5 Series,24
2106,Audi,3.2,Petrol,Manual,152606,Like New,37000.75,Q7,24
2107,BMW,5.1,Diesel,Manual,222067,Like New,14881.64,X3,3
2108,Tesla,5.4,Diesel,Manual,56879,Used,59503.64,Model Y,18
2109,Audi,1.4,Electric,Automatic,119894,Used,59744.06,Q5,13
2110,Ford,3.7,Diesel,Manual,65839,Like New,95462.54,Explorer,16
2111,Toyota,5.6,Petrol,Manual,29756,Like New,47044.23,Prius,18
2112,Mercedes,2.9,Hybrid,Automatic,143755,Like New,70626.72,C-Class,22
2113,Tesla,5.1,Diesel,Manual,180557,Used,59622.21,Model X,11
2114,Tesla,1.7,Hybrid,Automatic,229303,New,21792.22,Model 3,25
2115,Ford,5.7,Diesel,Manual,149787,Used,61246.11,Explorer,15
2116,Ford,4.8,Hybrid,Automatic,92943,Like New,56311.09,Focus,19
2117,Honda,5.7,Diesel,Automatic,218188,New,51921.07,CR-V,9
2118,Tesla,4.4,Electric,Automatic,148188,Used,53775.18,Model X,6
2119,Honda,2.8,Hybrid,Automatic,36744,Like New,20578.86,Accord,2
2120,Honda,5.7,Diesel,Automatic,124697,Used,49030.38,Civic,8
2121,Mercedes,2.4,Diesel,Manual,116072,New,62537.06,C-Class,4
2122,Honda,2.7,Electric,Automatic,236028,Like New,51497.67,Fit,4
2123,Audi,4.5,Electric,Automatic,169123,Used,51425.19,Q5,14
2124,BMW,4.8,Electric,Automatic,7176,New,12364.18,X3,17
2125,Toyota,5.6,Hybrid,Automatic,252365,New,23123.54,RAV4,21
2126,Ford,2.0,Hybrid,Manual,149748,Used,35492.41,Fiesta,16
2127,Audi,5.0,Electric,Automatic,45177,New,44837.96,A4,22
2128,Toyota,4.7,Petrol,Manual,110623,Like New,61424.06,Corolla,21
2129,Tesla,1.3,Petrol,Automatic,997,New,87017.78,Model S,16
2130,Tesla,2.9,Diesel,Automatic,120179,Used,20120.65,Model Y,15
2131,Tesla,2.4,Petrol,Manual,247439,Like New,6433.36,Model X,5
2132,Audi,2.5,Diesel,Manual,120403,New,47677.53,A4,2
2133,Audi,5.9,Hybrid,Manual,95287,New,46049.78,A4,16
2134,Ford,4.2,Hybrid,Automatic,119574,Like New,57430.62,Fiesta,18
2135,BMW,4.6,Petrol,Manual,256463,Like New,84156.07,X5,24
2136,Honda,5.9,Hybrid,Automatic,121509,New,81224.25,CR-V,3
2137,Tesla,2.9,Electric,Manual,248505,Like New,14504.11,Model Y,18
2138,Mercedes,5.0,Electric,Manual,192589,Used,93729.56,E-Class,10
2139,BMW,3.2,Petrol,Automatic,289531,New,15489.37,5 Series,4
2140,Mercedes,5.3,Petrol,Manual,4090,Used,65284.2,GLA,21
2141,Ford,1.9,Diesel,Manual,3743,New,68878.6,Mustang,23
2142,Ford,5.7,Hybrid,Automatic,30924,Used,69588.36,Fiesta,14
2143,Ford,2.1,Diesel,Automatic,141268,Used,30208.36,Fiesta,13
2144,Toyota,2.6,Diesel,Automatic,105312,Like New,36382.78,RAV4,13
2145,Mercedes,4.8,Electric,Manual,216249,New,57124.3,E-Class,16
2146,BMW,3.0,Electric,Manual,224090,Like New,23960.81,5 Series,22
2147,BMW,4.0,Electric,Manual,229602,Like New,6929.49,X3,17
2148,Audi,3.2,Electric,Manual,103976,New,58403.72,A4,4
2149,Audi,4.7,Diesel,Manual,155183,Used,49201.46,A3,2
2150,Tesla,2.1,Electric,Automatic,113566,New,67389.46,Model X,3
2151,Audi,1.3,Hybrid,Manual,257443,New,18936.55,A3,24
2152,Ford,2.5,Electric,Automatic,119968,New,84887.86,Focus,7
2153,BMW,3.4,Electric,Manual,61600,Like New,18891.04,X5,25
2154,Mercedes,1.8,Electric,Automatic,50022,New,89677.64,GLA,19
2155,Ford,2.8,Petrol,Manual,134271,New,47704.51,Focus,9
2156,Toyota,3.0,Hybrid,Manual,123323,New,57231.5,Prius,23
2157,Audi,1.3,Hybrid,Automatic,186110,Used,90175.23,A3,6
2158,Ford,3.9,Diesel,Manual,120278,Used,33491.74,Explorer,6
2159,Ford,5.4,Diesel,Automatic,270041,Used,22273.56,Explorer,5
2160,Toyota,1.8,Electric,Manual,64541,Used,47346.4,Corolla,23
2161,Honda,4.0,Petrol,Manual,106968,Like New,28214.89,CR-V,23
2162,BMW,4.3,Diesel,Automatic,14892,Like New,55145.17,5 Series,9
2163,Mercedes,3.1,Diesel,Manual,24815,New,31149.5,GLC,19
2164,Tesla,4.5,Electric,Automatic,278411,Like New,87126.51,Model X,12
2165,Honda,3.1,Electric,Manual,280412,Used,62695.84,Civic,9
2166,Audi,3.5,Diesel,Manual,114463,New,5022.86,A3,8
2167,Ford,1.0,Diesel,Manual,190732,New,81520.0,Fiesta,13
2168,Toyota,4.5,Hybrid,Manual,196599,Used,36370.17,Prius,6
2169,Toyota,4.3,Petrol,Manual,194451,Used,35419.76,Camry,6
2170,BMW,1.2,Hybrid,Manual,172343,Used,41390.97,5 Series,5
2171,Honda,2.8,Diesel,Manual,138307,Like New,64874.94,Fit,8
2172,Tesla,5.9,Hybrid,Automatic,88757,New,46995.77,Model S,22
2173,BMW,3.1,Hybrid,Manual,296753,Used,64720.38,3 Series,25
2174,Ford,3.5,Diesel,Manual,254200,New,18944.17,Fiesta,8
2175,BMW,5.5,Electric,Manual,23645,New,97165.62,5 Series,25
2176,Mercedes,4.6,Diesel,Automatic,195630,Like New,74312.6,GLC,13
2177,Toyota,3.9,Electric,Automatic,154473,New,28769.68,Prius,6
2178,Toyota,5.0,Diesel,Manual,269915,Used,73796.14,Camry,6
2179,Audi,5.3,Diesel,Manual,151460,Used,59627.42,Q5,3
2180,Audi,3.3,Diesel,Manual,83251,New,15372.95,A3,16
2181,Tesla,3.4,Petrol,Automatic,57042,New,21928.66,Model 3,15
2182,Ford,2.9,Electric,Manual,196945,Like New,8924.27,Fiesta,17
2183,Mercedes,5.8,Petrol,Automatic,47024,Used,81877.62,GLC,17
2184,Honda,4.5,Diesel,Manual,154522,Used,57411.95,CR-V,21
2185,BMW,1.4,Hybrid,Automatic,56965,New,35091.12,X3,25
2186,Tesla,5.3,Petrol,Automatic,272201,New,17002.77,Model X,9
2187,Ford,3.4,Electric,Manual,224321,New,50984.36,Fiesta,4
2188,Audi,1.3,Diesel,Manual,271127,Used,54899.83,A4,24
2189,BMW,3.7,Petrol,Manual,19995,New,71685.11,3 Series,2
2190,Audi,3.1,Hybrid,Manual,114587,Like New,97144.03,Q5,13
2191,BMW,5.4,Petrol,Manual,233076,Like New,46319.83,X5,17
2192,Honda,2.0,Electric,Manual,222700,New,43573.25,Accord,22
2193,Ford,5.1,Petrol,Manual,38886,Like New,40143.35,Focus,21
2194,BMW,3.8,Hybrid,Automatic,95149,Like New,83557.77,X3,15
2195,Mercedes,1.3,Hybrid,Manual,94020,Like New,19850.14,C-Class,2
2196,Tesla,5.9,Electric,Manual,2673,Like New,37662.23,Model Y,7
2197,Toyota,3.6,Hybrid,Automatic,23466,Like New,73872.23,Corolla,5
2198,Mercedes,2.5,Diesel,Manual,237626,Used,6491.02,GLA,23
2199,Mercedes,3.3,Hybrid,Manual,50406,New,32491.17,C-Class,14
2200,Tesla,5.3,Diesel,Manual,69284,Like New,65937.48,Model X,7
2201,Toyota,2.5,Petrol,Manual,235718,New,22665.45,Corolla,7
2202,Mercedes,2.0,Diesel,Automatic,13665,Like New,33757.5,GLC,13
2203,BMW,1.6,Diesel,Automatic,20641,Used,51174.28,X3,19
